symbol,name,exchange,quarter_end_date,sector,mkt_cap,industry,state,eps,previous_eps,eps_change,eps_binary,eps_change_binary,total_revenue,profit_margin,ebitda,operating_margin,current_ratio,debt_ratio,debt_equity,interest_cov,gross_margin,roa,roe,federal_funds_rate,fed_rate_change
AKU,Akumin Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,95041000,SERVICES-MEDICAL LABORATORIES,ON,-0.6016,-0.34,0.2616,0,1,186605000,-28.869,20.43086,15.68562,113.166,69.692,640.214,-28.5,-21.201,-2.978,-27.353,3.08,1.5
AKYA,Akoya Biosciences Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,488492000,LABORATORY ANALYTICAL INSTRUMENTS,MA,-0.47,-0.47,0,0,1,18852000,-94.80161,-84.96711,93.17927,352.705,29.874,70.203,-92516.7,-61.028,-10.128,-23.801,3.08,1.5
AL,Air Lease Corporation,NYSE,2022-09-30,TRADE & SERVICES,4313703000,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",CA,0.9,0.95,0.04999999999999993,1,1,561334000,19.66405,90.04051,88.89302,56.13,66.5,287.497,72.4,472.56,0.391,1.691,3.08,1.5
ALB,Albemarle Corp,NYSE,2022-09-30,LIFE SCIENCES,33304254000,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",NC,7.5,3.45,-4.05,1,0,2091805000,42.8919,52.39164,99.30474,172.711,24.37,50.054,107866.5,116.339,6.488,13.326,3.08,1.5
ALBT,Avalon GloboCare Corp.,"NASDAQ",2022-09-30,TRADE & SERVICES,36994200,SERVICES-MANAGEMENT CONSULTING SERVICES,NJ,-0.0558,-0.0228,0.033,0,1,317390,-1705.83635,-628.52925,29.35083,133.697,52.296,147.517,-2060.8,-1.297,-41.935,-118.292,3.08,1.5
ALEC,Alector Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,752584000,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",CA,-0.56,0.12,0.68,0,1,14852000,-310.7191,-312.42257,103.46711,481.676,5.31,17.56,-4774800000,-1.3,-5.513,-18.233,3.08,1.5
ALEX,Alexander & Baldwin Holdings Inc,NYSE,2022-09-30,REAL ESTATE & CONSTRUCTION,1449433000,REAL ESTATE INVESTMENT TRUSTS,HI,0.09,0.05,-0.039999999999999994,1,0,97200000,6.58436,22.94239,187.5,975.294,-0.011,-0.018,218.2,1320.312,0.346,0.564,3.08,1.5
ALG,Alamo Group Inc,NYSE,2022-09-30,TECHNOLOGY,1800917000,FARM MACHINERY & EQUIPMENT,TX,2.16,2.39,0.22999999999999998,1,1,365059000,7.0731,11.2727,138.80175,389.058,27.374,49.316,959.8,357.713,1.945,3.503,3.08,1.5
ALGN,Align Technology Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,15498282000,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",CA,1.36,2,0.6399999999999999,1,1,890348000,8.16535,16.57285,197.6011,138.199,2.044,3.271,8525.6,851.677,1.23,1.968,3.08,1.5
ALGS,Aligos Therapeutics Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,41103000,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",CA,-0.44,-0.47,-0.02999999999999997,0,0,4106000,-453.50706,-421.1398,101.75608,491.448,7.944,10.682,-4066.1,28.264,-11.349,-15.261,3.08,1.5
ALGT,Allegiant Travel Company,"NASDAQ",2022-09-30,ENERGY & TRANSPORTATION,1506845000,"AIR TRANSPORTATION, SCHEDULED",NV,-0.38,0.62,1,0,1,560325000,-8.29144,4.2611,66.53393,131.586,61.865,229.513,-103.2,-671.431,-1.053,-3.907,3.08,1.5
ALHC,Alignment Healthcare LLC,"NASDAQ",2022-09-30,FINANCE,2415667000,HOSPITAL & MEDICAL SERVICE PLANS,CA,-0.22,-0.06,0.16,0,1,360348000,-11.16893,-8.59225,83.0124,203.418,20.665,59.041,-725.5,-705.146,-5.176,-14.789,3.08,1.5
ALIM,Alimera Sciences Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,25090400,PHARMACEUTICAL PREPARATIONS,GA,-0.75,-0.45,0.3,0,1,12031000,-43.69545,-27.06342,64.88492,87.504,100.873,113.716,-227.4,-220.506,-12.105,-13.646,3.08,1.5
ALK,Alaska Air Group Inc,NYSE,2022-09-30,ENERGY & TRANSPORTATION,5923335000,"AIR TRANSPORTATION, SCHEDULED",WA,2.53,2.19,-0.33999999999999986,1,0,2800000000,1.42857,7.03571,155,80.909,15.209,57.763,221.4,1787.5,0.275,1.045,3.08,1.5
ALKT,Alkami Technology Inc,"NASDAQ",2022-09-30,TECHNOLOGY,1182811000,SERVICES-PREPACKAGED SOFTWARE,TX,-0.06,-0.07,-0.010000000000000009,0,0,52227000,-38.38819,-33.17633,98.85281,637.684,17.421,25.784,-1672.5,-137.503,-4.131,-6.115,3.08,1.5
ALL,Allstate Corp,NYSE,2022-09-30,FINANCE,34702670000,"FIRE, MARINE & CASUALTY INSURANCE",IL,-1.56,-0.76,0.8,0,1,13208000000,-5.05754,-5.52695,-1418.56287,8.055,8.157,45.08,11148.2,-1709.88,-0.684,-3.78,3.08,1.5
ALLY,Ally Financial Inc,NYSE,2022-09-30,FINANCE,7800660000,STATE COMMERCIAL BANKS,MI,1.12,1.76,0.6399999999999999,1,1,2016000000,14.83135,63.04563,88.96321,61.803,12.631,191.636,33.1,262.542,0.159,2.405,3.08,1.5
ALNY,Alnylam Pharmaceuticals Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,28837763000,PHARMACEUTICAL PREPARATIONS,MA,-3.32,-2.29,1.0299999999999998,0,1,264306000,-153.57956,-130.23125,63.56918,348.199,28.738,82599.593,-628.1,1.986,-11.482,-33001.626,3.08,1.5
ALR,Alerislife Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,25278500,SERVICES-SKILLED NURSING CARE FACILITIES,MA,-0.27,-0.28,-0.010000000000000009,0,0,182760000,-4.65529,-2.14215,85.82511,158.029,17.671,43.801,-495.4,-1893.359,-2.224,-5.513,3.08,1.5
ALRM,Alarm.com Holdings Inc,"NASDAQ",2022-09-30,TECHNOLOGY,2504524000,SERVICES-PREPACKAGED SOFTWARE,VA,0.55,0.49,-0.06000000000000005,1,0,215351000,8.51261,12.49402,89.00284,582.236,37.379,82.453,2073.2,387.901,1.4,3.087,3.08,1.5
ALRS,Alerus Financial Corp,"NASDAQ",2022-09-30,FINANCE,463506000,"NATIONAL COMMERCIAL BANKS",ND,0.47,0.52,0.050000000000000044,1,1,55389000,17.36626,33.64386,62.86516,31.634,8.47,90.67,152.7,131.219,0.261,2.789,3.08,1.5
ALSN,Allison Transmission Holdings Inc,NYSE,2022-09-30,MANUFACTURING,4147271000,MOTOR VEHICLE PARTS & ACCESSORIES,IN,1.45,1.26,-0.18999999999999995,1,0,710000000,19.57746,30.28169,146.04317,172.074,55.019,331.627,700,235.971,3.026,18.241,3.08,1.5
ALT,Altimmune Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,554515000,PHARMACEUTICAL PREPARATIONS,MD,-0.48,-0.42,0.06,0,1,2000,-1175800,-1161200,105.256,1340.389,2,2.198,-38675,19.366,-10.439,-11.47,3.08,1.5
ALTO,Alto Ingredients Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,255891000,INDUSTRIAL ORGANIC CHEMICALS,CA,-0.39,0.29,0.6799999999999999,0,1,336877000,-8.32292,-8.0459599999999991,97.161,341.764,10.093,13.698,-2724200000,70.758,-6.167,-8.37,3.08,1.5
ALTR,Altair Engineering Inc,"NASDAQ",2022-09-30,TECHNOLOGY,4259677000,SERVICES-PREPACKAGED SOFTWARE,MI,0.05,0.13,0.08,1,1,113970000,-29.17259,-18.01527,75.18046,234.654,27.127,56.983,-1596.2,-275.03,-2.956,-6.208,3.08,1.5
ALX,Alexanders Inc,NYSE,2022-09-30,REAL ESTATE & CONSTRUCTION,1227384000,REAL ESTATE INVESTMENT TRUSTS,NJ,4.4,4.32,-0.08000000000000007,1,0,53729000,28.12075,36.75855,81.02455,799.199,76.946,439.202,152.5,296.85,1.066,6.084,3.08,1.5
AM,Antero Midstream Partners LP,NYSE,2022-09-30,ENERGY & TRANSPORTATION,5421230000,"NATURAL GAS TRANSMISSION",CO,0.17,0.17,0,1,1,231034000,36.36434,57.76379,163.98457,75.939,56.493,142.106,9567.4,182.268,1.51,3.798,3.08,1.5
AMAL,Amalgamated Bank,"NASDAQ",2022-09-30,FINANCE,822018000,STATE COMMERCIAL BANKS,NY,0.77,0.65,-0.12,1,0,67268000,34.10834,51.22644,83.46409,1.175,0.987,15.931,600.9,135.155,0.292,4.705,3.08,1.5
AMAT,Applied Materials Inc,"NASDAQ",2022-07-31,MANUFACTURING,91803574000,SEMICONDUCTORS & RELATED DEVICES,CA,1.94,1.94,0,1,1,6484000000,24.76866,31.23072,119.80075,225.874,22.384,48.517,3435.7,187.173,6.139,13.306,1.58,1.5
AMBC,Ambac Financial Group Inc,NYSE,2022-09-30,FINANCE,735729000,SURETY INSURANCE,NY,7.37,0.28,-7.09,1,0,80000000,425,496.25,217.64706,348.611,23.385,218.137,1510.2,228.235,3.612,33.697,3.08,1.5
AMCX,AMC Networks Inc,"NASDAQ",2022-09-30,TECHNOLOGY,826505000,CABLE & OTHER PAY TELEVISION SERVICES,NY,2.09,2.06,-0.029999999999999805,1,0,648835000,13.04893,27.30509,177.96636,176.804,48.489,281.21,439.2,419.739,1.456,8.446,3.08,1.5
AMD,Advanced Micro Devices Inc,"NASDAQ",2022-09-30,MANUFACTURING,120894751000,SEMICONDUCTORS & RELATED DEVICES,CA,0.67,1.05,0.38,1,1,5534000000,1.19263,20.36502,-96.9697,215.513,3.637,4.521,-206.5,3566.667,0.097,0.121,3.08,1.5
AMED,Amedisys Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,2973018000,SERVICES-HOME HEALTH CARE SERVICES,LA,1.15,1.47,0.32000000000000006,1,1,557988000,4.59544,8.15824,151.70424,105.877,23.006,44.893,783.8,-2533.394,1.294,2.524,3.08,1.5
AMEH,Apollo Medical Holdings Inc,"NASDAQ",2022-09-30,REAL ESTATE & CONSTRUCTION,1293555000,BLANK CHECKS,CA,0.56,0.25,-0.31000000000000005,1,0,314711000,8.2571,14.55717,192.76149,284.021,63.29,116.974,2068.2,170.334,2.754,5.091,3.08,1.5
AMG,Affiliated Managers Group Inc,NYSE,2022-09-30,FINANCE,6120394000,INVESTMENT ADVICE,FL,4.21,4.03,-0.17999999999999972,1,0,550300000,20.46157,44.30311,-215.00888,109.454,30.068,91.635,-855.5,162.789,1.336,4.071,3.08,1.5
AMGN,Amgen Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,152342151000,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",CA,4.7,4.65,-0.04999999999999982,1,0,6362000000,33.68438,53.25369,124.12506,167.902,60.76,1059.513,722.8,133.411,3.364,58.664,3.08,1.5
AMK,AssetMark Financial Holdings Inc,NYSE,2022-09-30,FINANCE,1830670000,INVESTMENT ADVICE,CA,0.47,0.44,-0.02999999999999997,1,0,154663000,19.46749,30.33887,-107.16397,371.738,10.42,13.935,-2068.3,277.146,2.052,2.744,3.08,1.5
AMKR,Amkor Technology Inc,"NASDAQ",2022-09-30,MANUFACTURING,6812755000,SEMICONDUCTORS & RELATED DEVICES,AZ,1.24,0.51,-0.73,1,0,2073859000,14.75901,23.19063,104.31454,178.919,16.903,32.445,2145.9,137.62,4.573,8.777,3.08,1.5
AMNB,American National Bankshares Inc,"NASDAQ",2022-09-30,FINANCE,408834000,"NATIONAL COMMERCIAL BANKS",VA,0.87,0.76,-0.10999999999999999,1,0,29351000,31.53555,44.82982,-4.96975,15652.8,0.949,9.232,-40.2,132.757,0.304,2.954,3.08,1.5
AMP,Ameriprise Financial Inc,NYSE,2022-09-30,FINANCE,35136766000,INVESTMENT ADVICE,MN,6.43,5.81,-0.6200000000000001,1,0,3506000000,15.63035,20.82145,118.9781,3399.565,1.84,86.644,973.1,287.774,0.357,16.825,3.08,1.5
AMPG,Amplitech Group Inc,"NASDAQ",2022-09-30,MANUFACTURING,21383300,"COMMUNICATIONS EQUIPMENT, NEC",NY,0.06,-0.04,-0.1,1,0,5435654,10.61355,12.86715,101.57822,922.305,0.742,0.94,6289.1,461.231,1.538,1.95,3.08,1.5
AMPH,Amphastar P,"NASDAQ",2022-09-30,LIFE SCIENCES,1460086000,PHARMACEUTICAL PREPARATIONS,CA,0.38,0.39,0.010000000000000009,1,1,120129000,13.21413,19.47157,146.32733,375.988,14.207,20.437,4103.9,368.59,2.184,3.142,3.08,1.5
AMPY,Amplify Energy Corp,NYSE,2022-09-30,ENERGY & TRANSPORTATION,319075000,CRUDE PETROLEUM & NATURAL GAS,TX,1.17,0.73,-0.43999999999999995,1,0,129599000,36.44627,44.37071,108.3605,68.528,44.742,53108.808,1287.9,240.035,10.309,12236.788,3.08,1.5
AMR,Alpha Metallurgical Resources Inc,NYSE,2022-09-30,ENERGY & TRANSPORTATION,2687931000,BITUMINOUS COAL & LIGNITE SURFACE MINING,TN,14.21,30.03,15.82,1,1,869768000,29.06718,30.40949,103.24583,336.143,0.208,0.343,15399.6,96.658,11.187,18.431,3.08,1.5
AMRC,Ameresco Inc,NYSE,2022-09-30,REAL ESTATE & CONSTRUCTION,3511476000,CONSTRUCTION - SPECIAL TRADE CONTRACTORS,MA,0.54,0.62,0.07999999999999996,1,1,437021000,6.26766,8.37099,142.15618,127.054,-0.53,-2.02,884.6,290.446,0.902,3.434,3.08,1.5
AMRK,Amark Preci,"NASDAQ",2022-09-30,TRADE & SERVICES,832592000,"WHOLESALE-JEWELRY, WATCHES, PRECIOUS STONES & METALS",CA,1.83,1.52,-0.31000000000000005,1,0,1900351000,2.37456,3.39548,129.2144,159.109,12.994,31.922,951.2,169.733,3.638,8.937,3.08,1.5
AMRS,Amyris Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,579527000,INDUSTRIAL ORGANIC CHEMICALS,CA,-0.44,-0.42,0.020000000000000018,0,1,77079000,-209.38907,-196.8915,91.81077,88.107,99.409,-177.385,-2356.1,73.295,-21.403,38.192,3.08,1.5
AMS,American Shared Hospital Srvcs,NYSE MKT,2022-09-30,LIFE SCIENCES,18120600,SERVICES-MEDICAL LABORATORIES,CA,0.0504,0.08,0.0296,1,1,4828000,6.54515,39.83016,141.77215,394.653,31.97,65.416,179.9,619.304,0.728,1.49,3.08,1.5
AMT,American Tower Corp,NYSE,2022-09-30,REAL ESTATE & CONSTRUCTION,102139900000,REAL ESTATE INVESTMENT TRUSTS,MA,1.8,1.95,0.1499999999999999,1,1,2671500000,31.43178,77.40595,77.75396,56.76,54.07,572.502,222.1,82.22,1.262,13.367,3.08,1.5
AMTB,Amerant Bancorp Inc Class A,"NASDAQ",2022-09-30,FINANCE,1031090000,"NATIONAL COMMERCIAL BANKS",FL,0.62,0.23,-0.39,1,0,83380000,25.08995,56.97409,16.4675,6714.065,2.89,36.302,17.9,115.999,0.239,3.007,3.08,1.5
AMTX,Aemetis Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,194494000,INDUSTRIAL ORGANIC CHEMICALS,CA,-0.47,-0.01,0.45999999999999996,0,1,15356000,-435.30216,-388.94895,11.36211,13.136,112.122,619394.444,-107.1,1.652,-33.612,-185680.556,3.08,1.5
AMWD,American Woodmark Corporation,"NASDAQ",2022-10-31,MANUFACTURING,906221000,"MILLWOOD, VENEER, PLYWOOD, & STRUCTURAL WOOD MEMBERS",VA,2.24,1.71,-0.5300000000000002,1,0,557077000,5.16697,10.73083,145.85186,225.53,36.258,72.196,19436.1,343.017,1.743,3.471,3.08,1.5
AMWL,American Well Corporation - Class A,NYSE,2022-09-30,TRADE & SERVICES,1054820000,"SERVICES-BUSINESS SERVICES, NEC",MA,-0.25,-0.25,0,0,1,69938000,-100.20876,-92.54911,101.48393,625.173,1.285,1.46,-5749.7,48.714,-5.69,-6.463,3.08,1.5
AMZN,Amazon.com Inc,"NASDAQ",2022-09-30,TRADE & SERVICES,960286032000,RETAIL-CATALOG & MAIL-ORDER HOUSES,WA,0.28,-0.2,-0.48000000000000004,1,0,126381000000,2.27249,3.99902,87.91783,93.659,15.09,47.015,409.2,1411.63,0.67,2.089,3.08,1.5
AN,AutoNation Inc,NYSE,2022-09-30,TRADE & SERVICES,6000739000,RETAIL-AUTO DEALERS & GASOLINE STATIONS,FL,6.31,6.48,0.17000000000000082,1,1,6666000000,5.28953,8.51935,148.18491,104.756,-0.287,-1.197,1550.4,372.32,3.745,15.635,3.08,1.5
ANDE,The Andersons Inc,"NASDAQ",2022-09-30,TRADE & SERVICES,1219841000,WHOLESALE-FARM PRODUCT RAW MATERIALS,OH,0.5,2.39,1.8900000000000001,1,1,4219325000,0.87094,1.14298,56.9446,140.712,14.777,54.69,139.7,445.643,0.832,3.078,3.08,1.5
ANGI,ANGI Homeservices Inc,"NASDAQ",2022-09-30,TRADE & SERVICES,1195596000,SERVICES-ADVERTISING,NY,-0.03,-0.05,-0.020000000000000004,0,0,498036000,-7.20089,-5.60763,30.83401,170.778,25.155,45.606,-219.8,-1084.625,-1.822,-3.303,3.08,1.5
ANGO,AngioDynamics Inc,"NASDAQ",2022-08-31,LIFE SCIENCES,477115000,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,NY,-0.06,0.01,0.06999999999999999,0,1,81156000,-16.02346,-7.16644,102.28391,228.003,8.93,12.027,-3491.1,-325.323,-2.332,-3.141,2.33,1.5
ANIK,Anika Therapeutics Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,461082000,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,MA,-0.29,-0.2,0.08999999999999997,0,1,40264000,-10.36906,-10.55285,138.87425,636.616,8.392,10.242,-1329.8,-545.605,-1.201,-1.465,3.08,1.5
ANSS,ANSYS Inc,"NASDAQ",2022-09-30,TECHNOLOGY,22365186000,SERVICES-PREPACKAGED SOFTWARE,PA,1.77,1.77,0,1,1,472511000,20.3117,32.23205,128.55848,237.805,12.253,16.616,2025.3,427.761,1.558,2.112,3.08,1.5
AORT,Artivion Inc,NYSE,2022-09-30,LIFE SCIENCES,545658000,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,GA,-0.34,-0.11,0.23000000000000004,0,1,72125000,-19.01282,-5.42669,29.94239,517.457,41.5,120.826,-85.5,-355.458,-1.846,-5.375,3.08,1.5
AOS,Smith AO Corporation,NYSE,2022-09-30,MANUFACTURING,9224586000,HOUSEHOLD APPLIANCES,WI,0.69,0.82,0.13,1,1,871800000,12.59463,18.96077,148.99818,174.226,9.632,17.811,6816.7,277.778,3.397,6.282,3.08,1.5
AP,Ampco-Pittsburgh Corporation,NYSE,2022-09-30,TECHNOLOGY,58793000,PUMPS & PUMPING EQUIPMENT,PA,0.0433,0.02,-0.023299999999999998,1,0,99647000,0.849,7.55166,-8.74704,171.607,0.302,2.105,-5,-3.073,0.175,1.219,3.08,1.5
APA,APA Corporation,"NASDAQ",2022-09-30,ENERGY & TRANSPORTATION,15230475000,CRUDE PETROLEUM & NATURAL GAS,TX,1.97,2.37,0.40000000000000013,1,1,2887000000,12.36578,50.19051,371.42857,121.895,-0.402,-3.113,1791.9,-51.541,2.516,19.498,3.08,1.5
APAM,Artisan Partners Asset Management Inc,NYSE,2022-09-30,FINANCE,2393866000,INVESTMENT ADVICE,WI,0.7,0.79,0.09000000000000008,1,1,234312000,18.87867,27.10233,177.97219,224.272,14.819,83.295,3242.4,-69.712,3.294,18.515,3.08,1.5
APCX,Apptech Corp,"NASDAQ",2022-09-30,TECHNOLOGY,16129700,SERVICES-PREPACKAGED SOFTWARE,CA,-0.1717,-0.25,-0.07830000000000001,0,0,115000,-2477.3913,-2399.13043,98.8768,145.253,11.839,17.34,-6870.7,-2.141,-18.056,-26.446,3.08,1.5
APD,Air Products and Chemicals Inc,NYSE,2022-09-30,LIFE SCIENCES,69231050000,INDUSTRIAL INORGANIC CHEMICALS,PA,2.89,2.62,-0.27,1,0,3570000000,16.33333,30.22409,107.44298,181.283,28.114,58.162,1927.7,-12.639,2.144,4.436,3.08,1.5
APEI,American Public Education Inc,"NASDAQ",2022-09-30,TRADE & SERVICES,260333000,SERVICES-EDUCATIONAL SERVICES,WV,-0.2,-5.82,-5.62,0,0,149327000,-2.5193,2.27019,27.27273,238.604,23.58,49.411,-3420,36.045,-0.569,-1.193,3.08,1.5
APEN,Apollo Endosurgery Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,419673000,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,TX,-0.28,-0.26,0.020000000000000018,0,1,18418000,-62.14573,-52.49756,54.96243,599.593,29.164,79.971,-544.7,-93.814,-9.865,-27.05,3.08,1.5
APH,Amphenol Corporation,NYSE,2022-09-30,MANUFACTURING,47976559000,ELECTRONIC CONNECTORS,CT,0.8,0.75,-0.050000000000000044,1,0,3295200000,15.07041,21.29461,137.15264,238.31,31.483,72.337,2076.5,213.451,3.289,7.558,3.08,1.5
APLD,Applied Blockchain Inc,"NASDAQ",2022-08-31,TECHNOLOGY,178112000,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",TX,-0.05,-0.04,0.010000000000000002,0,1,6924000,-65.43905,-55.53148,92.18716,87.082,10.071,21.515,-1173.3,-18.34,-3.105,-6.633,2.33,1.5
APP,Applovin Corp,"NASDAQ",2022-09-30,TECHNOLOGY,5307733000,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",CA,0.06,-0.06,-0.12,1,0,713099000,3.33348,24.84157,207.25674,335.566,0.574,1.77,101.3,1733.671,0.409,1.263,3.08,1.5
APPF,Appfolio Inc,"NASDAQ",2022-09-30,TECHNOLOGY,4220739000,SERVICES-PREPACKAGED SOFTWARE,CA,0.11,0.03,-0.08,1,0,125453000,-3.31758,-5.35579,187.86641,306.057,13.837,19.589,-2090.6,-24.363,-1.081,-1.531,3.08,1.5
APRN,Blue Apron Holdings Inc,NYSE,2022-09-30,TRADE & SERVICES,40370200,RETAIL-CATALOG & MAIL-ORDER HOUSES,NY,-0.74,-0.62,0.12,0,1,109665000,-23.4806,-19.88328,94.45825,97.537,14.88,96.847,-1717.7,73.682,-13.984,-91.015,3.08,1.5
APVO,Aptevo Therapeutics Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,15785000,PHARMACEUTICAL PREPARATIONS,WA,-1.5,5.58,7.08,0,1,0,-Inf,-Inf,101.8315,316.183,32.015,64.376,-778400000,43.263,-24.117,-48.496,3.08,1.5
APYX,Apyx Medical Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,62968000,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,FL,-0.17,-0.16,0.010000000000000009,0,1,9186000,-62.74766,-57.39168,100.31228,413.677,1.473,1.939,-578200,-99.879,-10.429,-13.727,3.08,1.5
AQB,AquaBounty Technologies Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,49777500,"FISHING, HUNTING AND TRAPPING",MA,-0.08,-0.08,0,0,1,653432,-832.54677,-742.95795,101.77354,780.718,3.764,4.238,-7656.5,97.719,-2.443,-2.75,3.08,1.5
AQST,Aquestive Therapeutics Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,50753000,PHARMACEUTICAL PREPARATIONS,NJ,-0.23,-0.36,-0.12999999999999998,0,0,9814000,-127.73589,-104.8604,70.62061,104.177,99.335,95370.37,-536.9,58.304,-24.18,-23214.815,3.08,1.5
AQUA,Evoqua Water Technologies,NYSE,2022-09-30,TECHNOLOGY,5391399000,REFRIGERATION & SERVICE INDUSTRY MACHINERY,PA,0.45,0.22,-0.23,1,0,504755000,8.18575,24.96974,94.63914,171.875,40.654,125.43,402.7,388.337,1.886,5.819,3.08,1.5
ARAY,Accuray Incorporated,"NASDAQ",2022-09-30,LIFE SCIENCES,192247000,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,CA,-0.06,-0.04,0.019999999999999997,0,1,96493000,-5.64704,-1.7307,40.04404,174.131,39.033,387.372,-96.5,-634.924,-1.168,-11.596,3.08,1.5
ARC,ARC Document Solutions Inc,NYSE,2022-09-30,TRADE & SERVICES,126496000,"SERVICES-MAILING, REPRODUCTION, COMMERCIAL ART & PHOTOGRAPHY",CA,0.09,0.08,-0.009999999999999995,1,0,73136000,5.10966,7.90992,153.11747,149.559,33.264,67.2,1260.4,664.196,1.205,2.434,3.08,1.5
ARCB,ArcBest Corp,"NASDAQ",2022-09-30,ENERGY & TRANSPORTATION,1977117000,TRUCKING (NO LOCAL),AR,3.8,4.3,0.5,1,1,1352117000,6.57059,8.8002,130.29986,131.775,10.381,22.491,6618.7,1013.364,3.641,7.888,3.08,1.5
ARCH,Arch Resources Inc,NYSE,2022-09-30,ENERGY & TRANSPORTATION,2780050000,BITUMINOUS COAL & LIGNITE SURFACE MINING,MO,8.68,19.3,10.620000000000001,1,1,859381000,21.06249,25.54152,100.953,248.546,9.712,18.997,4500.8,101.967,7.802,15.261,3.08,1.5
ARDX,Ardelyx Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,346801000,PHARMACEUTICAL PREPARATIONS,CA,-0.14,-0.19,-0.04999999999999999,0,0,4100000,-558.36585,-516.4878,95.57507,230.746,18.346,39.696,-2469.5,-14.712,-15.824,-34.24,3.08,1.5
ARE,Alexandria Real Estate Equities Inc,NYSE,2022-09-30,REAL ESTATE & CONSTRUCTION,25157820000,REAL ESTATE INVESTMENT TRUSTS,CA,2.11,1.67,-0.43999999999999995,1,0,1631440000,21.12833,61.16314,215.52643,42.892,30.626,59.75,3232.3,315.229,1.003,1.957,3.08,1.5
AREB,American Rebel Holdings Inc,"NASDAQ",2022-09-30,MANUFACTURING,3972700,"PLASTICS PRODUCTS, NEC",TN,-0.36,-0.34,0.019999999999999962,0,1,4102761,-52.34041,-42.90501,82.43664,345.257,8.067,10.07,-5604.9,-45.548,-14.295,-17.844,3.08,1.5
AREC,American Resources Corp Class A,"NASDAQ",2022-09-30,TRADE & SERVICES,98933000,SERVICES-MISCELLANEOUS REPAIR SERVICES,IN,-0.08,-0.04,0.04,0,1,9509738,-54.96303,-45.43198,88.62232,54.249,6.775,-28.061,-1491,-132.418,-14.008,58.017,3.08,1.5
ARKO,Arko Corp,"NASDAQ",2022-09-30,TRADE & SERVICES,1095084000,RETAIL-CONVENIENCE STORES,VA,0.17,0.24,0.06999999999999998,1,1,2449647000,1.01823,3.85256,263.52885,172.214,23.746,271.808,292.5,8466.989,0.807,9.242,3.08,1.5
ARL,American Realty Investors Inc,NYSE,2022-09-30,REAL ESTATE & CONSTRUCTION,355507000,REAL ESTATE OPERATORS (NO DEVELOPERS) & LESSORS,TX,18.72,1.01,-17.709999999999997,1,0,8319000,3633.71799,4728.62123,-1.05462,122.743,13.781,27.805,-42.3,-0.535,26.283,53.028,3.08,1.5
ARLO,Arlo Technologies,NYSE,2022-09-30,MANUFACTURING,331770000,HOUSEHOLD AUDIO & VIDEO EQUIPMENT,CA,-0.05,0.01,0.060000000000000005,0,1,128947000,-11.19452,-9.85754,100.03464,137.885,7.471,25.427,-4979.3,-254.59,-4.358,-14.832,3.08,1.5
AROC,Archrock Inc,NYSE,2022-09-30,ENERGY & TRANSPORTATION,1386503000,"NATURAL GAS TRANSMISSION",TX,0.1,0.11,0.009999999999999995,1,1,188491000,8.15477,45.41278,212.47154,113.356,58.074,173.966,129.7,328.307,0.59,1.767,3.08,1.5
