,Symbol,Name,Sector,Industry
482,ASPI,ASP Isotopes Inc. Common Stock,Industrials,Major Chemicals
483,ASPN,Aspen Aerogels Inc. Common Stock,Industrials,Wholesale Distributors
484,ASPU,Aspen Group Inc. Common Stock,Consumer Discretionary,Other Consumer Services
485,ASRT,Assertio Holdings Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
486,ASRV,AmeriServ Financial Inc. Common Stock,Finance,Major Banks
487,ASTC,Astrotech Corporation (DE) Common Stock,Industrials,Aerospace
488,ASTE,Astec Industries Inc. Common Stock,Industrials,Construction/Ag Equipment/Trucks
489,ASTI,Ascent Solar Technologies Inc. Common Stock,Technology,Semiconductors
490,ASTR,Astra Space Inc. Class A Common Stock ,,
491,ASTS,AST SpaceMobile Inc. Class A Common Stock,Consumer Discretionary,Telecommunications Equipment
493,ASUR,Asure Software Inc Common Stock,Technology,EDP Services
494,ASXC,Asensus Surgical Inc. Common Stock,Health Care,Medical/Dental Instruments
495,ASYS,Amtech Systems Inc. Common Stock,Technology,Semiconductors
500,ATCX,Atlas Technical Consultants Inc. Class A Common Stock,Consumer Discretionary,Military/Government/Technical
501,ATEC,Alphatec Holdings Inc. Common Stock,Health Care,Medical/Dental Instruments
502,ATER,Aterian Inc. Common Stock,,
503,ATEX,Anterix Inc. Common Stock,Consumer Discretionary,Telecommunications Equipment
504,ATGE,Adtalem Global Education Inc. Common Stock,Consumer Discretionary,Other Consumer Services
505,ATHA,Athira Pharma Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
506,ATHX,Athersys Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
507,ATI,ATI Inc. Common Stock,Industrials,Steel/Iron Ore
508,ATKR,Atkore Inc. Common Stock,Technology,Electrical Products
509,ATLC,Atlanticus Holdings Corporation Common Stock,Finance,Finance: Consumer Services
512,ATLO,Ames National Corporation Common Stock,Finance,Major Banks
513,ATNF,180 Life Sciences Corp. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
515,ATNI,ATN International Inc. Common Stock,Telecommunications,Telecommunications Equipment
516,ATNM,Actinium Pharmaceuticals Inc. (Delaware) Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
517,ATNX,Athenex Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
518,ATO,Atmos Energy Corporation Common Stock,Utilities,Oil/Gas Transmission
519,ATOM,Atomera Incorporated Common Stock,Technology,Semiconductors
520,ATOS,Atossa Therapeutics Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
521,ATR,AptarGroup Inc. Common Stock,Health Care,Medical/Dental Instruments
522,ATRA,Atara Biotherapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
523,ATRC,AtriCure Inc. Common Stock,Health Care,Medical/Dental Instruments
524,ATRI,Atrion Corporation Common Stock,Health Care,Medical/Dental Instruments
525,ATRO,Astronics Corporation Common Stock,Industrials,Military/Government/Technical
527,ATUS,Altice USA Inc. Class A Common Stock,Telecommunications,Telecommunications Equipment
528,ATVI,Activision Blizzard Inc. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
529,ATXI,Avenue Therapeutics Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
530,ATXS,Astria Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
531,AUB,Atlantic Union Bankshares Corporation Common Stock,Finance,Major Banks
533,AUBN,Auburn National Bancorporation Inc. Common Stock,Finance,Major Banks
534,AUD,Audacy Common Stock,Consumer Discretionary,Broadcasting
535,AUGX,Augmedix Inc. Common Stock,Technology,Computer Software: Prepackaged Software
536,AUID,authID Inc. Common Stock,Technology,Computer Software: Prepackaged Software
537,AUMN,Golden Minerals Company Common Stock,Basic Materials,Precious Metals
538,AUR,Aurora Innovation Inc. Class A Common Stock,Technology,EDP Services
539,AURA,Aura Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
541,AUUD,Auddia Inc. Common Stock,Technology,Computer Software: Prepackaged Software
543,AUVI,Applied UV Inc. Common Stock,,
545,AVA,Avista Corporation Common Stock,Utilities,Power Generation
546,AVAC,Avalon Acquisition Inc. Class A Common Stock,Industrials,Consumer Electronics/Appliances
547,AVAH,Aveanna Healthcare Holdings Inc. Common Stock,Health Care,Hospital/Nursing Management
548,AVAV,AeroVironment Inc. Common Stock,Industrials,Aerospace
549,AVB,AvalonBay Communities Inc. Common Stock,Real Estate,Real Estate Investment Trusts
550,AVCT,American Virtual Cloud Technologies Inc. Common Stock ,Technology,EDP Services
552,AVD,American Vanguard Corporation Common Stock ($0.10 Par Value),Industrials,Agricultural Chemicals
553,AVDX,AvidXchange Holdings Inc. Common Stock,Technology,EDP Services
554,AVEO,AVEO Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
555,AVGO,Broadcom Inc. Common Stock,Technology,Semiconductors
556,AVGR,Avinger Inc. Common Stock,Health Care,Medical/Dental Instruments
557,AVHI,Achari Ventures Holdings Corp. I Common Stock,Industrials,Consumer Electronics/Appliances
558,AVID,Avid Technology Inc. Common Stock,Technology,Computer Software: Prepackaged Software
559,AVIR,Atea Pharmaceuticals Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
561,AVNS,Avanos Medical Inc. Common Stock,Health Care,Industrial Specialties
562,AVNT,Avient Corporation Common Stock,Industrials,Major Chemicals
563,AVNW,Aviat Networks Inc. Common Stock,Telecommunications,Telecommunications Equipment
564,AVO,Mission Produce Inc. Common Stock,Consumer Discretionary,Specialty Foods
565,AVPT,AvePoint Inc. Class A Common Stock,Technology,EDP Services
567,AVRO,AVROBIO Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
568,AVT,Avnet Inc. Common Stock,Technology,Electronic Components
569,AVTE,Aerovate Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
570,AVTX,Avalo Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
571,AVXL,Anavex Life Sciences Corp. Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch
572,AVY,Avery Dennison Corporation Common Stock,Miscellaneous,Office Equipment/Supplies/Services
574,AWH,Aspira Women's Health Inc. Common Stock,Health Care,Medical/Dental Instruments
575,AWI,Armstrong World Industries Inc Common Stock,,
576,AWK,American Water Works Company Inc. Common Stock,Utilities,Water Supply
578,AWR,American States Water Company Common Stock,Utilities,Water Supply
579,AWRE,Aware Inc. Common Stock,Technology,EDP Services
580,AWX,Avalon Holdings Corporation Common Stock,Utilities,Environmental Services
581,AX,Axos Financial Inc. Common Stock,Finance,Savings Institutions
582,AXDX,Accelerate Diagnostics Inc. Common Stock,Health Care,Medical Specialities
583,AXGN,Axogen Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
584,AXL,American Axle & Manufacturing Holdings Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
585,AXLA,Axcella Health Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
586,AXNX,Axonics Inc. Common Stock,Health Care,Medical/Dental Instruments
587,AXON,Axon Enterprise Inc. Common Stock,Consumer Discretionary,Military/Government/Technical
588,AXP,American Express Company Common Stock,Finance,Finance: Consumer Services
589,AXR,AMREP Corporation Common Stock,Real Estate,Homebuilding
590,AXSM,Axsome Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
592,AXTI,AXT Inc Common Stock,Technology,Semiconductors
594,AYRO,AYRO Inc. Common Stock,,
595,AYTU,Aytu BioPharma Inc.  Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
596,AYX,Alteryx Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
597,AZEK,The AZEK Company Inc. Class A Common Stock,,
598,AZO,AutoZone Inc. Common Stock,,
599,AZPN,Aspen Technology Inc. Common Stock,Technology,EDP Services
601,AZYO,Aziyo Biologics Inc. Class A Common Stock,Health Care,Medical Specialities
603,B,Barnes Group Inc. Common Stock,Industrials,Office Equipment/Supplies/Services
604,BA,Boeing Company (The) Common Stock,Industrials,Aerospace
605,BAC,Bank of America Corporation Common Stock,Finance,Major Banks
616,BACK,IMAC Holdings Inc. Common Stock,Health Care,Medical Specialities
617,BAFN,BayFirst Financial Corp. Common Stock,Finance,Savings Institutions
618,BAH,Booz Allen Hamilton Holding Corporation Common Stock,Consumer Discretionary,Professional Services
619,BALL,Ball Corporation Common Stock,Industrials,Containers/Packaging
620,BANC,Banc of California Inc. Common Stock,Finance,Major Banks
621,BAND,Bandwidth Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
622,BANF,BancFirst Corporation Common Stock,Finance,Major Banks
624,BANR,Banner Corporation Common Stock,Finance,Major Banks
625,BANX,ArrowMark Financial Corp. Common Stock,Finance,Trusts Except Educational Religious and Charitable
626,BASE,Couchbase Inc. Common Stock,Technology,EDP Services
627,BATRA,Liberty Media Corporation Series A Liberty Braves Common Stock,Consumer Discretionary,Movies/Entertainment
628,BATRK,Liberty Media Corporation Series C Liberty Braves Common Stock,Consumer Discretionary,Movies/Entertainment
629,BAX,Baxter International Inc. Common Stock,Health Care,Medical/Dental Instruments
630,BBBY,Bed Bath & Beyond Inc. Common Stock,Consumer Discretionary,Other Specialty Stores
631,BBCP,Concrete Pumping Holdings Inc. Common Stock,Consumer Discretionary,Military/Government/Technical
632,BBDC,Barings BDC Inc. Common Stock,Finance,Investment Managers
633,BBGI,Beasley Broadcast Group Inc. Class A Common Stock,Consumer Discretionary,Broadcasting
634,BBIG,Vinco Ventures Inc. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
635,BBIO,BridgeBio Pharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
636,BBLG,Bone Biologics Corp Common Stock,Health Care,Industrial Specialties
639,BBSI,Barrett Business Services Inc. Common Stock,Consumer Discretionary,Professional Services
640,BBW,Build-A-Bear Workshop Inc. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
642,BBY,Best Buy Co. Inc. Common Stock,Consumer Discretionary,Consumer Electronics/Video Chains
643,BC,Brunswick Corporation Common Stock,Consumer Discretionary,Homebuilding
647,BCAB,BioAtla Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
649,BCBP,BCB Bancorp Inc. (NJ) Common Stock,Finance,Savings Institutions
650,BCC,Boise Cascade L.L.C. Common Stock,,
651,BCDA,BioCardia Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
653,BCEL,Atreca Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
654,BCLI,Brainstorm Cell Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
655,BCML,BayCom Corp Common Stock,Finance,Major Banks
656,BCO,Brinks Company (The) Common Stock,Technology,Security Systems Services
657,BCOR,Blucora Inc. Common Stock,Finance,Investment Managers
658,BCOV,Brightcove Inc. Common Stock,Technology,EDP Services
659,BCOW,1895 Bancorp of Wisconsin Inc. (MD) Common Stock,Finance,Finance: Consumer Services
660,BCPC,Balchem Corporation Common Stock,Industrials,Industrial Specialties
661,BCRX,BioCryst Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
662,BCSF,Bain Capital Specialty Finance Inc. Common Stock,Finance,Finance/Investors Services
666,BDC,Belden Inc Common Stock,Telecommunications,Telecommunications Equipment
668,BDL,Flanigan's Enterprises Inc. Common Stock,Consumer Discretionary,Restaurants
669,BDN,Brandywine Realty Trust Common Stock,Real Estate,Real Estate Investment Trusts
670,BDSX,Biodesix Inc. Common Stock,Health Care,Precision Instruments
671,BDTX,Black Diamond Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
672,BDX,Becton Dickinson and Company Common Stock,Health Care,Medical/Dental Instruments
674,BEAM,Beam Therapeutics Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
675,BEAT,Heartbeam Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
677,BECN,Beacon Roofing Supply Inc. Common Stock,Consumer Discretionary,Wholesale Distributors
678,BEEM,Beam Global Common Stock,Technology,Semiconductors
680,BELFA,Bel Fuse Inc. Class A Common Stock,,
681,BELFB,Bel Fuse Inc. Class B Common Stock,,
682,BEN,Franklin Resources Inc. Common Stock,Finance,Investment Managers
683,BERY,Berry Global Group Inc. Common Stock,Industrials,Plastic Products
686,BFAM,Bright Horizons Family Solutions Inc. Common Stock,Consumer Discretionary,Other Consumer Services
687,BFC,Bank First Corporation Common Stock,Finance,Major Banks
688,BFH,Bread Financial Holdings Inc. Common Stock,Finance,Diversified Financial Services
689,BFIN,BankFinancial Corporation Common Stock,Finance,Major Banks
691,BFRI,Biofrontera Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
693,BFS,Saul Centers Inc. Common Stock,Real Estate,Real Estate Investment Trusts
696,BFST,Business First Bancshares Inc. Common Stock,Finance,Major Banks
699,BGCP,BGC Partners Inc Class A Common Stock,Finance,Investment Bankers/Brokers/Service
700,BGFV,Big 5 Sporting Goods Corporation Common Stock,Consumer Discretionary,Other Specialty Stores
703,BGRY,Berkshire Grey Inc. Class A Common Stock,Industrials,Office Equipment/Supplies/Services
705,BGS,B&G Foods Inc. B&G Foods Inc. Common Stock,Consumer Staples,Packaged Foods
706,BGSF,BGSF Inc. Common Stock,Consumer Discretionary,Diversified Commercial Services
708,BGXX,Bright Green Corporation Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
710,BH,Biglari Holdings Inc. Class B Common Stock,Consumer Discretionary,Restaurants
711,BHAC,Crixus BH3 Acquisition Company Class A Common Stock,Industrials,Consumer Electronics/Appliances
712,BHB,Bar Harbor Bankshares Inc. Common Stock,Finance,Major Banks
713,BHE,Benchmark Electronics Inc. Common Stock,Technology,Electrical Products
714,BHF,Brighthouse Financial Inc. Common Stock,Finance,Life Insurance
721,BHLB,Berkshire Hills Bancorp Inc. Common Stock,Finance,Savings Institutions
722,BHR,Braemar Hotels & Resorts Inc. Common Stock,Real Estate,Real Estate Investment Trusts
726,BIAF,bioAffinity Technologies Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
728,BIG,Big Lots Inc. Common Stock,Consumer Discretionary,Department/Specialty Retail Stores
729,BIGC,BigCommerce Holdings Inc. Series 1 Common Stock,Technology,Computer Software: Prepackaged Software
730,BIIB,Biogen Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
731,BIO,Bio-Rad Laboratories Inc. Class A Common Stock,Industrials,Biotechnology: Laboratory Analytical Instruments
733,BIOC,Biocept Inc. Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch
734,BIOL,Biolase Inc. Common Stock,Health Care,Medical/Dental Instruments
735,BIOR,Biora Therapeutics Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
741,BIRD,Allbirds Inc. Class A Common Stock,Consumer Discretionary,Shoe Manufacturing
742,BIVI,BioVie Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
743,BJ,BJ's Wholesale Club Holdings Inc. Common Stock,Consumer Discretionary,Department/Specialty Retail Stores
744,BJDX,Bluejay Diagnostics Inc. Common Stock,Health Care,Medical Specialities
745,BJRI,BJ's Restaurants Inc. Common Stock,Consumer Discretionary,Restaurants
746,BK,The Bank of New York Mellon Corporation Common Stock,Finance,Investment Managers
747,BKCC,BlackRock Capital Investment Corporation Common Stock,Finance,Investment Managers
748,BKD,Brookdale Senior Living Inc. Common Stock,Health Care,Hospital/Nursing Management
750,BKE,Buckle Inc. (The) Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores
751,BKH,Black Hills Corporation Common Stock,Utilities,Electric Utilities: Central
752,BKKT,Bakkt Holdings Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
754,BKNG,Booking Holdings Inc. Common Stock,Consumer Discretionary,Other Consumer Services
