...1,Symbol,Name,Sector,Sector_NDAQ,Industry,Industry_NDAQ,Description,Exchange,LatestQuarter,MarketCapitalization,BookValue,DividendYield,DividendPerShare,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY
75,ADV,Advantage Solutions Inc,TRADE & SERVICES,Consumer Discretionary,"SERVICES-BUSINESS SERVICES, NEC",Advertising,"Advantage Solutions Inc. provides outsourced solutions to retail and consumer goods companies in North America and internationally. The company is headquartered in Irvine, California.","NASDAQ",2022-09-30,770438000,7.9,0,0,0.21,12.5,0.0172,0.0569,0.0242,0.028,3979542000,638175000,-0.056,0.132
77,AE,Adams Resources & Energy Inc,TRADE & SERVICES,Energy,WHOLESALE-PETROLEUM & PETROLEUM PRODUCTS (NO BULK STATIONS),Oilfield Services/Equipment,"Adams Resources & Energy, Inc., is primarily engaged in the trading, transportation, completion, and storage of crude oil in the United States. The company is headquartered in Houston, Texas.",NYSE MKT,2022-09-30,92701000,38.51,0.0247,0.96,3.078,186,0.0042,0.0055,0.0267,8.3,3263984000,49657000,0.387,0.501
79,AEE,Ameren Corp,ENERGY & TRANSPORTATION,Utilities,ELECTRIC & OTHER SERVICES COMBINED,Power Generation,"Ameren Corporation is an American power company created December 31, 1997, by the merger of St. Louis, Missouri's Union Electric Company (formerly NYSE: UEP) and the neighboring Central Illinois Public Service Company (CIPSCO Inc. holding, formerly NYSE: CIP) of Springfield, Illinois. It is now a holding company for several power companies and energy companies.",NYSE,2022-09-30,22760290000,39.46,0.0271,2.32,3.996,27.77,0.145,0.224,0.0278,10.42,7165000000,2991000000,0.055,0.285
80,AEHR,Aehr Test Systems,LIFE SCIENCES,Industrials,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS,Electrical Products,"Aehr Test Systems primarily designs, designs, manufactures and sells test and burn equipment for use in the semiconductor industry in the United States, Asia and Europe. The company is headquartered in Fremont, California.","NASDAQ",2022-08-31,734677000,1.881,0,0,0.33,2.082,0.167,0.166,0.135,0.284,55854000,23665000,-0.31,0.89
81,AEI,Alset Ehome International Inc,REAL ESTATE & CONSTRUCTION,Real Estate,REAL ESTATE,Building operators,"Alset EHome International Inc., is engaged in property development, digital transformation technology, and biohealth activities in the United States, Singapore, Hong Kong, Australia, and South Korea. The company is headquartered in Bethesda, Maryland.","NASDAQ",2022-09-30,32062700,0.994,0,0,0.2,0.061,0,-2.377,-0.0564,-0.352,6453400,8497000,0,-0.849
82,AEIS,Advanced Energy Industries Inc,MANUFACTURING,Consumer Discretionary,"ELECTRONIC COMPONENTS, NEC",Electrical Products,"Advanced Energy Industries, Inc. designs, manufactures, sells and supports precision energy conversion, measurement and control solutions globally. The company is headquartered in Denver, Colorado.","NASDAQ",2022-09-30,3464292000,26.46,0.0045,0.4,5.2,46.67,0.112,0.129,0.0741,0.214,1751612000,542096000,2.591,0.492
83,AEL,American Equity Investment Life Holding Co,FINANCE,Finance,LIFE INSURANCE,Life Insurance,"American Equity Investment Life Holding Company, offers life insurance products in the United States. The company is headquartered in West Des Moines, Iowa.",NYSE,2022-09-30,3635492000,37.31,0.0092,0.34,13.82,20.25,0.713,0.926,0.0146,0.278,1870308000,519062000,1.229,-0.093
84,AEMD,Aethlon Medical Inc,LIFE SCIENCES,Miscellaneous,LABORATORY ANALYTICAL INSTRUMENTS,Diversified Commercial Services,"Aethlon Medical, Inc., a medical technology company, focuses on developing products to diagnose and treat life- and organ-threatening diseases in the United States. The company is headquartered in San Diego, California.","NASDAQ",2022-09-30,9740700,0.866,0,0,-0.611,0.002,0,-3,-0.343,-0.609,30230,294170,0,-0.617
85,AEO,American Eagle Outfitters Inc,TRADE & SERVICES,Consumer Discretionary,RETAIL-FAMILY CLOTHING STORES,Clothing/Shoe/Accessory Stores,"American Eagle Outfitters, Inc. is a specialty retailer offering clothing, accessories, and personal care products under the American Eagle and Aerie brand names. The company is headquartered in Pittsburgh, Pennsylvania.",NYSE,2022-08-31,2996622000,7.8,0.0459,0.54,0.61,28.41,0.0242,0.053900000000000003,0.0454,0.0846,5001682000,1991790000,-0.435,-0.026
86,AEP,American Electric Power Company Inc,ENERGY & TRANSPORTATION,Utilities,ELECTRIC SERVICES,Electric Utilities: Central,"American Electric Power (AEP) is a major investor-owned electric utility in the United States, delivering electricity to more than five million customers in 11 states.","NASDAQ",2022-09-30,48878744000,47.26,0.0349,3.12,4.82,36.95,0.131,0.21,0.0279,0.105,18819799000,7656200000,-0.158,0.195
87,AERC,Aeroclean Technologies LLC,TECHNOLOGY,Utilities,INDUSTRIAL & COMMERCIAL FANS & BLOWERS & AIR PURIFING EQUIP,Environmental Services,"Aeroclean Technologies Inc., an indoor air purification technology company, offers air purification solutions for hospitals and other healthcare facilities. The company is headquartered in Palm Beach Gardens, Florida.","NASDAQ",2022-09-30,52844000,1.538,0,0,-0.699,0.035,0,-3,-0.529,-0.218,491250,277620,0,-0.777
88,AES,The AES Corporation,ENERGY & TRANSPORTATION,Utilities,COGENERATION SERVICES & SMALL POWER PRODUCERS,Electric Utilities: Central,"The AES Corporation is a Fortune 500 company that generates and distributes electrical power. AES is headquartered in Arlington, Virginia.",NYSE,2022-09-30,19150127000,3.849,0.0225,0.625,-0.223,18.47,-0.0223,0.193,0.0409,-0.15,12327000000,2711000000,0.229,0.195
89,AEY,ADDvantage Technologies Group Inc,TRADE & SERVICES,Consumer Discretionary,WHOLESALE-DURABLE GOODS,Durable Goods,"ADDvantage Technologies Group, Inc., distributes and provides electronic and hardware services for the telecommunications industry in the United States, Canada, Central America, Asia, Europe, Mexico, South America, and internationally. The company is headquartered in Carrollton, Texas.","NASDAQ",2022-09-30,22641700,0.888,0,0,-0.386,6.99,-0.0212,-0.0462,-0.093,-0.201,89965000,16127000,1.135,0.314
90,AEYE,AudioEye Inc,TECHNOLOGY,Technology,SERVICES-PREPACKAGED SOFTWARE,EDP Services,"AudioEye, Inc. provides Internet, printing, streaming, and other media software solutions to individuals regardless of their network connection, device, location, or disabilities in the United States. The company is headquartered in Tucson, Arizona.","NASDAQ",2022-09-30,57428000,1.004,0,0,-1.339,2.506,-0.471,-0.357,-0.229,-0.843,28667000,18382000,0,0.242
93,AFBI,Affinity Bancshares Inc,FINANCE,Finance,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",Major Banks,"Affinity Bancshares, Inc. is the holding company of Affinity Bank offering various banking products and services. The company is headquartered in Covington, Georgia.","NASDAQ",2022-09-30,96812000,17.37,0,0,1,4.596,0.22,0.265,0.0086,0.0575,30736000,30879000,0.038,0.071
94,AFCG,AFC Gamma Inc,REAL ESTATE & CONSTRUCTION,Real Estate,REAL ESTATE,Real Estate Investment Trusts,"AFC Gamma, Inc. originates, structures, underwrites and administers senior secured loans and other types of loans for established companies operating in the cannabis industry in states that have legalized medical and / or adult cannabis. The company is headquartered in West Palm Beach, Florida.","NASDAQ",2022-09-30,355148000,17.06,0.132,2.17,2.2,3.373,0.629,0.655,0.0752,0.115,63628000,34364300,0.213,0.768
95,AFG,American Financial Group Inc,FINANCE,Finance,"FIRE, MARINE & CASUALTY INSURANCE",Property-Casualty Insurers,"American Financial Group, Inc., an insurance holding company, offers property and casualty insurance products in the United States. The company is headquartered in Cincinnati, Ohio.",NYSE,2022-09-30,12068240000,46.18,0.018,2.24,11.46,78.58,0.146,0.198,0.0278,0.213,6681000000,1689000000,-0.246,0.119
96,AFIB,Acutus Medical Inc,LIFE SCIENCES,Health Care,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,Biotechnology: Electromedical & Electrotherapeutic Apparatus,"Acutus Medical, Inc., an arrhythmia management company, designs, manufactures and markets a range of tools for catheter ablation procedures to treat various arrhythmias in the United States and internationally. The company is headquartered in Carlsbad, California.","NASDAQ",2022-09-30,26745100,2.036,0,0,-4.482,0.559,0,-3,-0.438,-0.898,15763000,-15662000,0,-0.208
97,AFL,Aflac Inc,FINANCE,Finance,ACCIDENT & HEALTH INSURANCE,Accident &Health Insurance,Aflac Inc. (American Family Life Assurance Company) is an American insurance company and is the largest provider of supplemental insurance in the United States.,NYSE,2022-09-30,44980180000,38.71,0.0237,1.53,7.83,32.47,0.241,0.265,0.024,17.52,20928000000,9104000000,0.917,-0.08
98,AFRM,Affirm Holdings Inc,TRADE & SERVICES,Technology,"SERVICES-BUSINESS SERVICES, NEC",EDP Services,"Affirm Holdings, Inc. operates a platform for digital and mobile commerce in the United States and Canada. The company is headquartered in San Francisco, California.","NASDAQ",2022-09-30,4241993000,8.86,0,0,-2.295,5.03,-0.452,-0.684,-0.0981,-0.264,1441531000,662431000,0,0.342
99,AGCO,AGCO Corporation,TECHNOLOGY,Industrials,FARM MACHINERY & EQUIPMENT,Industrial Machinery/Components,"AGCO Corporation manufactures and distributes agricultural equipment and related spare parts worldwide. The company is headquartered in Duluth, Georgia.",NYSE,2022-09-30,10110280000,47.19,0.0074,0.88,11.32,159.46,0.0713,0.0922,0.0732,0.249,11907700000,2572300000,0.325,0.145
100,AGEN,Agenus Inc,LIFE SCIENCES,Health Care,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",Biotechnology: Biological Products (No Diagnostic Substances),"Agenus Inc., a clinical-stage immuno-oncology company, discovers and develops immuno-oncology products in the United States and internationally. The company is headquartered in Lexington, Massachusetts.","NASDAQ",2022-09-30,905292000,0.012,0,0,0.25,0.333,-1,-1.988,-0.258,-8,89899000,113587000,0,-0.91
101,AGFS,AgroFresh Solutions Inc,REAL ESTATE & CONSTRUCTION,NA,BLANK CHECKS,NA,"AgroFresh Solutions, Inc. provides science-based solutions, data-driven technologies and services to improve the quality and extend the shelf life of fresh produce. The company is headquartered in Philadelphia, Pennsylvania.","NASDAQ",2022-09-30,155974000,3.431,0,0,-0.802,3.257,-0.135,0.0721,0.0107,-0.0646,169300000,117033000,-0.13,-0.029
102,AGFY,Agrify Corp,LIFE SCIENCES,Consumer Discretionary,AGRICULTURAL SERVICES,Military/Government/Technical,"Agrify Corporation develops precision hardware and software growing solutions for the indoor agriculture market, primarily in the United States. The company is headquartered in Burlington, Massachusetts.","NASDAQ",2022-09-30,9142700,13.02,0,0,-1.68,31.04,-1,-0.863,-0.311,-1.903,77644000,5234000,0,-0.554
103,AGIL,AgileThought Inc,REAL ESTATE & CONSTRUCTION,Technology,BLANK CHECKS,EDP Services,NA,"NASDAQ",2022-09-30,186220000,1.604,0,0,-0.563,3.893,-0.176,-0.0464,-0.0231,-0.413,175880000,46365000,0,0.074
104,AGIO,Agios Pharm,LIFE SCIENCES,Health Care,PHARMACEUTICAL PREPARATIONS,Biotechnology: Pharmaceutical Preparations,"Agios Pharmaceuticals, Inc., a biopharmaceutical company, is dedicated to drug discovery and development in the field of cellular metabolism and adjacent areas of biology. The company is headquartered in Cambridge, Massachusetts.","NASDAQ",2022-09-30,1731863000,19.13,0,0,-6.43,0.182,0,-3,-0.181,-0.3,9930000,-167079000,0,0.243
105,AGLE,Aeglea Bio Therapeutics Inc,LIFE SCIENCES,Health Care,PHARMACEUTICAL PREPARATIONS,Biotechnology: Pharmaceutical Preparations,"Aeglea BioTherapeutics, Inc., a clinical-stage biotechnology company, designs and develops human enzyme therapies for the treatment of patients and families with rare metabolic diseases. The company is headquartered in Austin, Texas.","NASDAQ",2022-09-30,30761700,1.098,0,0,-1.094,0.075,0,-3,-0.488,-1.007,5805000,-38330000,0,-0.876
106,AGM,Federal Agricultural Mortgage,FINANCE,Finance,FEDERAL & FEDERALLY-SPONSORED CREDIT AGENCIES,Finance Companies,"Federal Agricultural Mortgage Corporation offers a secondary market for various loans made to borrowers in the United States. The company is headquartered in Washington, District of Columbia.",NYSE,2022-09-30,1332447000,60,0.0305,3.73,12.64,26.73,0.572,0.723,0.0064,0.136,288193000,238008000,0.209,0.159
108,AGR,Avangrid Inc,ENERGY & TRANSPORTATION,Utilities,ELECTRIC SERVICES,Electric Utilities: Central,"Avangrid, Inc. is an energy services portfolio company in the United States. The company is headquartered in Orange, Connecticut.",NYSE,2022-09-30,16605510000,50.05,0.0419,1.76,2.318,19.89,0.117,0.112,0.0137,4.671,7698000000,2589000000,-0.058,0.15
109,AGRX,Agile Thrpe,LIFE SCIENCES,Health Care,PHARMACEUTICAL PREPARATIONS,Biotechnology: Pharmaceutical Preparations,"Agile Therapeutics, Inc., a women's healthcare company, researches, develops, and markets prescription contraceptive products for women in the United States. The company is headquartered in Princeton, New Jersey.","NASDAQ",2022-09-30,8228500,0.16,0,0,-10,0.701,0,-3,-1,-7.91,8402000,-6617000,0,1.333
110,AGS,PlayAGS Inc,MANUFACTURING,Consumer Discretionary,MISCELLANEOUS MANUFACTURING INDUSTRIES,Recreational Games/Products/Toys,"PlayAGS, Inc. designs and supplies game products and services for the gaming industry in the United States and internationally. The company is headquartered in Las Vegas, Nevada.",NYSE,2022-09-30,202767000,1.173,0,0,-0.751,8.04,-0.066,0.101,0.0263,-0.434,297923000,197035000,0,0.163
111,AGX,Argan Inc,REAL ESTATE & CONSTRUCTION,Industrials,CONSTRUCTION - SPECIAL TRADE CONTRACTORS,Oilfield Services/Equipment,"Argan, Inc. provides engineering, procurement, construction, commissioning, operations management, maintenance, project development, technical and consulting services for the power generation and renewable energy markets. The company is headquartered in Rockville, Maryland.",NYSE,2022-07-31,537354000,20.01,0.0268,1,1.72,31.02,0.0562,0.0936,0.051,0.077,468408000,97632000,-0.631,-0.112
112,AGYS,Agilysys Inc,TECHNOLOGY,Technology,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,Computer Software: Prepackaged Software,"Agilysys, Inc. is a developer and marketer of hardware and software products and services for the hospitality industry in North America, Europe, Asia-Pacific and India. The company is headquartered in Alpharetta, Georgia.","NASDAQ",2022-09-30,1684836000,4.319,0,0,0.32,7.38,0.0559,0.0595,0.033,0.0765,181267000,101532000,5,0.26
113,AHCO,Adapthealth Corp,LIFE SCIENCES,Health Care,SERVICES-HOME HEALTH CARE SERVICES,Biotechnology: Electromedical & Electrotherapeutic Apparatus,"AdaptHealth Corp. The company is headquartered in Plymouth Meeting, Pennsylvania.","NASDAQ",2022-09-30,3079974000,16.08,0,0,0.63,21.7,0.0327,0.0888,0.0309,0.0473,2903013000,527970000,-0.453,0.158
114,AHH,Armada Hflr Pr,REAL ESTATE & CONSTRUCTION,Real Estate,REAL ESTATE,Real Estate Investment Trusts,"Armada Hoffler Properties, Inc. (NYSE: AHH) is a vertically integrated, self-managed real estate investment trust (REIT) with four decades of experience in the development, construction, acquisition and management of high-end office, retail and institutional grade quality. and multi-family properties located primarily in the mid-Atlantic and southeastern United States.",NYSE,2022-09-30,1060092000,7.11,0.0639,0.7,0.81,5.64,0.178,0.158,0.0176,0.106,372473000,127518000,5.47,0.831
115,AHPI,Allied Healthcare Products Inc,LIFE SCIENCES,Health Care,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",Industrial Specialties,"Allied Healthcare Products, Inc. manufactures and markets respiratory products for use in the healthcare industry in a variety of hospitals and alternative site settings globally. The company is headquartered in St. Louis, Missouri.","NASDAQ",2022-09-30,4695800,1.304,0,0,-0.467,6.74,-0.198,-0.169,-0.153,-0.678,27046600,2527400,0,-0.143
116,AHT,Ashford Hospitality Trust Inc,REAL ESTATE & CONSTRUCTION,Real Estate,REAL ESTATE INVESTMENT TRUSTS,Real Estate Investment Trusts,NA,NYSE,2022-09-30,222174000,1.779,0.292,0,-4.453,34.23,-0.119,0.0379,0.0068,-8,1171538000,114630000,0,0.326
117,AIG,American International Group Inc,FINANCE,Finance,"FIRE, MARINE & CASUALTY INSURANCE",Life Insurance,"American International Group, Inc., also known as AIG, is an American multinational finance and insurance corporation with operations in more than 80 countries and jurisdictions. The company operates through three core businesses: General Insurance, Life & Retirement, and a standalone technology-enabled subsidiary.",NYSE,2022-09-30,46621995000,51.58,0.0208,1.28,16.86,74.15,0.232,0.313,0.0208,0.285,59378000000,19531000000,0.823,0.146
118,AIKI,Aikido Pharma Inc,REAL ESTATE & CONSTRUCTION,Health Care,PATENT OWNERS & LESSORS,Medicinal Chemicals and Botanical Products,"AIkido Pharma Inc., a biotechnology company, is focused on developing small molecule cancer therapies. The company is headquartered in New York, New York.","NASDAQ",2022-09-30,19417300,15.92,0,0,-1.849,0,0,0,-0.091,-0.18,9000,9000,-0.967,-0.679
